MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,,20062,Pave,None,IR1,Low,RL,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,VinylSd,Typ,Other,0,Gd,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1483,0,0,1483,TA,0,1,1,1,1,WD,4,AllPub,2,None,None,Other,None,0,0,None,None,Y,496,0,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
30,,9259,Pave,None,Reg,Lvl,RL,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,BrkTil,None,None,None,None,0,None,0,0,0,GasA,TA,N,SBrkr,756,0,0,756,TA,0,1,0,2,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,N,80,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
60,,17082,Pave,None,IR1,Low,RL,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1117,864,0,1981,TA,0,2,1,4,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,336,104,0,0,0,0,None,None,None,0,5,2010,VinylSd,Normal,
50,,18600,Pave,None,Reg,Lvl,RL,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseA,1052,558,0,1610,TA,0,2,0,4,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,60,0,0,0,None,None,None,450,6,2010,VinylSd,Normal,
20,,11479,Pave,None,Reg,Lvl,RL,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1074,0,0,1074,TA,0,1,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,52,52,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
50,,9350,Pave,None,Reg,Bnk,RL,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1169,0,362,1531,TA,0,1,0,3,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,9525,Pave,None,Reg,Lvl,RL,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1172,0,0,1172,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,240,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,17485,Pave,None,IR2,Lvl,RL,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1508,0,0,1508,TA,0,1,0,1,1,WD,5,AllPub,2,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,1,2010,VinylSd,Partial,
20,,11200,Pave,None,IR1,Lvl,RL,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,VinylSd,Typ,Other,0,TA,Fa,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1298,0,0,1298,TA,0,2,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,N,0,144,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,11980,Pave,None,Reg,Low,RL,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1433,0,0,1433,TA,0,1,1,1,1,WD,4,AllPub,2,None,None,Other,None,0,0,None,None,Y,0,278,0,0,266,0,None,None,None,0,6,2010,VinylSd,Normal,
60,,12361,Pave,None,IR1,Lvl,RL,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,Typ,Other,0,Gd,Gd,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,964,838,0,1802,TA,0,2,1,3,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,450,92,0,0,0,0,None,None,None,0,5,2010,VinylSd,Normal,
20,,7360,Pave,None,Reg,Lvl,RL,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1222,0,0,1222,TA,0,2,0,2,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,54,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
50,,14235,Pave,None,IR1,Lvl,RL,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,831,614,0,1445,TA,0,2,0,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,N,0,59,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
85,,11105,Pave,None,Reg,Lvl,RL,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,PConc,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,965,0,0,965,TA,0,1,0,2,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,Y,71,0,0,0,0,0,None,None,None,0,7,2010,VinylSd,Normal,
60,,9337,Pave,None,IR1,Lvl,RL,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,892,800,0,1692,TA,0,2,1,3,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,39,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
20,,15240,Pave,None,IR1,Lvl,RL,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,VinylSd,Typ,Other,0,Gd,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1026,0,0,1026,TA,0,1,1,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,316,85,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,7480,Pave,None,Reg,Lvl,RL,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,876,0,0,876,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,10389,Pave,None,Reg,Lvl,RL,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1978,0,0,1978,TA,0,2,1,3,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,188,25,0,0,0,0,None,None,None,0,5,2010,VinylSd,Normal,
60,,9375,Pave,None,Reg,Lvl,RL,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1044,1054,0,2098,TA,0,2,1,4,1,WD,9,AllPub,1,None,None,Other,None,0,0,None,None,Y,331,38,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
120,,4435,Pave,None,Reg,Lvl,RL,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,848,0,0,848,TA,0,1,0,1,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,Y,140,0,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
30,,8777,Pave,None,Reg,Lvl,RL,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,N,SBrkr,640,0,0,640,TA,0,1,0,2,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,N,0,0,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
20,,8842,Pave,None,Reg,Lvl,RL,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,992,0,0,992,TA,0,1,0,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,60,0,56,0,0,0,None,None,None,0,1,2010,VinylSd,Abnorml,
20,,10044,Pave,None,IR1,Low,RL,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1196,0,0,1196,TA,0,1,0,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,257,0,168,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
50,,11792,Pave,None,Reg,Lvl,RL,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,N,FuseF,792,328,0,1120,TA,0,1,0,2,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,P,0,0,0,0,160,0,None,None,None,0,6,2010,VinylSd,Abnorml,
80,,6305,Pave,None,Reg,Lvl,RL,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1096,0,0,1096,TA,0,1,0,3,1,WD,5,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,6410,Pave,None,Reg,HLS,RL,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,960,0,0,960,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,5,2010,VinylSd,Normal,
30,,4853,Pave,None,Reg,Bnk,RL,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,BrkTil,None,None,None,None,0,None,0,0,0,GasA,Fa,N,FuseA,1296,0,0,1296,TA,0,2,0,2,1,WD,5,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,36,0,0,0,None,None,None,0,5,2010,VinylSd,Normal,
30,,7890,Pave,None,Reg,Lvl,RL,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,6,1939,1950,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,856,0,0,856,TA,0,1,0,2,1,WD,4,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,166,0,None,None,None,0,3,2010,VinylSd,Normal,
90,,7200,Pave,None,Reg,Lvl,RL,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,4,6,1967,1967,Flat,Tar&Grv,VinylSd,Typ,Other,0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,862,1788,0,2650,TA,0,3,0,6,2,WD,10,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,500,2,2010,VinylSd,Normal,
50,,9839,Pave,None,Reg,Lvl,RL,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,1931,1950,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,894,772,0,1666,TA,0,1,0,3,1,WD,7,AllPub,1,None,None,Other,None,0,0,None,None,N,0,156,0,0,0,0,None,None,None,0,5,2010,VinylSd,Normal,
50,,10452,Pave,None,IR1,Lvl,RL,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6,1941,1985,Gable,CompShg,VinylSd,Typ,Other,0,Gd,Gd,BrkTil,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1225,908,0,2133,TA,0,1,1,4,1,WD,8,AllPub,2,None,None,Other,None,0,0,None,None,Y,0,0,86,0,0,0,None,None,None,0,7,2010,VinylSd,Normal,
90,,15600,Pave,None,Reg,Lvl,RL,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1950,1991,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1102,1075,0,2177,TA,0,2,1,5,2,WD,11,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
80,,19645,Pave,None,IR1,Lvl,RL,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,896,756,0,1652,TA,0,2,1,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
120,,3907,Pave,None,IR1,HLS,RL,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1034,0,0,1034,TA,0,1,0,1,1,WD,4,AllPub,1,None,None,Other,None,0,0,None,None,Y,141,36,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
120,,3907,Pave,None,IR1,HLS,RL,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1191,0,0,1191,TA,0,2,0,2,1,WD,5,AllPub,1,None,None,Other,None,0,0,None,None,Y,112,81,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
30,,8154,Pave,None,Reg,Lvl,RL,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,BrkTil,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,540,0,0,540,TA,0,1,0,1,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,N,0,0,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
50,,9140,Pave,None,Reg,HLS,RL,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1921,1975,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,BrkTil,None,None,None,None,0,None,0,0,0,GasA,Fa,Y,SBrkr,727,380,0,1107,TA,0,1,0,2,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,56,0,0,200,0,None,None,None,0,4,2010,VinylSd,Normal,
30,,8712,Grvl,None,Reg,Lvl,RL,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,VinylSd,Typ,Other,0,Fa,Fa,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,952,0,0,952,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,N,0,0,265,0,0,0,None,None,None,0,6,2010,VinylSd,Alloca,
120,,3811,Pave,None,IR1,HLS,RL,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1646,0,0,1646,TA,0,2,0,2,1,WD,5,AllPub,1,None,None,Other,None,0,0,None,None,Y,128,53,0,0,155,0,None,None,None,0,5,2010,VinylSd,Normal,
60,,11050,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1036,880,0,1916,TA,0,2,1,3,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,70,0,0,0,0,None,None,None,0,5,2010,VinylSd,Normal,
80,,9620,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1285,0,0,1285,TA,0,2,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,375,26,0,0,0,0,None,None,None,80,5,2010,VinylSd,Normal,
90,,12760,Pave,None,IR1,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,2048,0,0,2048,TA,0,3,0,5,2,WD,9,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
20,,11896,Pave,None,IR1,Lvl,RL,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1346,0,0,1346,TA,0,2,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,100,48,0,0,0,0,None,None,None,0,5,2010,VinylSd,Normal,
20,,9803,Pave,None,Reg,Lvl,RL,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1214,0,0,1214,TA,0,2,0,2,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,25,0,0,0,0,None,None,None,0,1,2010,VinylSd,Partial,
60,,9802,Pave,None,Reg,Lvl,RL,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,744,700,0,1444,TA,0,2,1,3,1,WD,7,AllPub,0,None,None,Other,None,0,0,None,None,Y,100,0,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
20,,15300,Pave,None,Reg,Bnk,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1264,0,0,1264,TA,0,1,0,2,1,WD,7,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,10114,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1430,0,0,1430,TA,0,2,0,3,1,WD,7,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
20,,11875,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1999,1999,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1344,0,0,1344,TA,0,2,0,3,1,WD,7,AllPub,1,None,None,Other,None,0,0,None,None,Y,328,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
120,,2394,Pave,None,Reg,Low,RL,Inside,Mod,MeadowV,Norm,Norm,Twnhs,1Story,5,6,1973,1973,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,945,0,0,945,TA,0,1,0,2,1,WD,5,AllPub,1,None,None,Other,None,0,0,None,None,Y,174,0,56,0,108,0,None,None,None,0,5,2010,VinylSd,Normal,
160,,1476,Pave,None,Reg,Lvl,RL,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,546,546,0,1092,TA,0,1,1,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,200,26,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
160,,1900,Pave,None,Reg,Lvl,RL,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,546,546,0,1092,TA,0,1,1,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
160,,1890,Pave,None,Reg,Lvl,RL,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,546,546,0,1092,TA,0,1,1,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,64,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,6953,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,874,0,0,874,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2010,VinylSd,Normal,
20,,12887,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,833,0,0,833,TA,0,1,0,2,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,431,0,0,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
90,,7700,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,VinylSd,Typ,Other,0,TA,Po,PConc,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1216,1216,0,2432,TA,0,4,2,4,2,WD,10,AllPub,0,None,None,Other,None,0,0,None,None,Y,200,0,0,0,0,0,None,None,None,600,2,2010,VinylSd,Normal,
60,,10475,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,624,650,0,1274,TA,0,1,1,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,22,0,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
50,,10544,Pave,None,IR1,Lvl,RL,Inside,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,1969,1969,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,864,615,0,1479,TA,0,2,0,5,1,WD,8,AllPub,0,None,None,Other,None,0,0,None,None,Y,287,0,280,0,0,0,None,None,None,0,4,2010,VinylSd,Normal,
20,,9892,Pave,None,Reg,Lvl,RL,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,VinylSd,Typ,Other,0,Gd,Gd,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1803,0,0,1803,TA,0,2,1,3,1,WD,6,AllPub,2,None,None,Other,None,0,0,None,None,Y,129,64,222,0,0,0,None,None,None,0,2,2010,VinylSd,Normal,
60,,12961,Pave,None,Reg,Lvl,RL,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,Typ,Other,0,Gd,Gd,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1152,645,0,1797,TA,0,2,1,3,1,WD,7,AllPub,1,None,None,Other,None,0,0,None,None,Y,162,312,0,0,0,0,None,None,None,0,3,2010,VinylSd,Normal,
